"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"585","Kyle Capobianco","ARI, WPG","D","26","1997-08-13","Mississauga","ON","CAN","CAN","74","201","2015","ARI","3","2","63"
"135","Kyle Clifford","STL, TOR","L","33","1991-01-13","Ayr","ON","CAN","CAN","74","217","2009","L.A","2","5","35"
"537","Kyle Connor","WPG","L","27","1996-12-09","Shelby Twp.","MI","USA","USA","74","179","2015","WPG","1","17","17"
"644","Kyle Criscuolo","DET, S.J","C","32","1992-05-05","Southampton","NJ","USA","USA","69","175","-","-","-","-","-"
"971","Kyle MacLean","NYI","C","25","1999-04-29","","","USA","","73","190","-","-","-","-","-"
"51","Kyle Okposo","BUF, FLA","R","36","1988-04-16","St. Paul","MN","USA","USA","72","218","2006","NYI","1","7","7"
"133","Kyle Palmieri","NYI","C, R","33","1991-02-01","Smithtown","NY","USA","USA","71","198","2009","ANA","1","26","26"
"253","Kyle Rau","MIN","C","31","1992-10-24","Eden Prairie","MN","USA","USA","69","171","2011","FLA","3","30","91"
"78","Kyle Turris","EDM","C","34","1989-08-14","New Westminster","BC","CAN","CAN","73","190","2007","PHX","1","3","3"
"1118","Landon Slaggert","CHI","L","21","2002-06-25","","","USA","","72","180","2020","CHI","3","17","79"
"1205","Lane Hutson","MTL","D","20","2004-02-14","","","USA","","69","158","2022","MTL","2","30","62"
"633","Lane Pederson","CBJ, S.J, VAN","C","26","1997-08-04","Saskatoon","SK","CAN","CAN","72","192","-","-","-","-","-"
"93","Lars Eller","COL, PIT, WSH","C","35","1989-05-08","Rodovre","","DNK","DNK","74","205","2007","STL","1","13","13"
"1014","Lassi Thomson","OTT","D","23","2000-09-24","Tampere","","FIN","FIN","72","190","2019","OTT","1","19","19"
"408","Laurent Dauphin","ARI, MTL","C","29","1995-03-27","Repentigny","QC","CAN","CAN","72","186","2013","PHX","2","9","39"
"930","Lawrence Pilut","BUF","D","28","1995-12-30","Tingsryd","","SWE","SWE","71","194","-","-","-","-","-"
"584","Lawson Crouse","ARI","L","26","1997-06-23","Mt. Brydges","ON","CAN","CAN","76","215","2015","FLA","1","11","11"
"1241","Leo Carlsson","ANA","C","19","2004-12-26","","","SWE","","75","194","2023","ANA","1","2","2"
"53","Leo Komarov","NYI","R","37","1987-01-23","Narva","","EST","FIN","71","205","2006","TOR","6","27","180"
"458","Leon Draisaitl","EDM","C","28","1995-10-27","Cologne","","DEU","DEU","74","208","2014","EDM","1","3","3"
"909","Liam Foudy","CBJ, NSH","C","24","2000-02-04","Toronto","ON","CAN","CAN","74","188","2018","CBJ","1","18","18"
"362","Liam O'Brien","ARI","C","29","1994-07-29","Halifax","NS","CAN","CAN","73","213","-","-","-","-","-"
"1217","Liam Ohgren","MIN","L","20","2004-01-28","","","SWE","","72","187","2022","MIN","1","19","19"
"818","Lias Andersson","L.A","C","25","1998-10-13","Smogen","","SWE","SWE","73","185","2017","NYR","1","7","7"
"658","Libor Hajek","NYR","D","26","1998-02-04","Smrcek","","CZE","CZE","74","209","2016","T.B","2","7","37"
"729","Linus Hogberg","PHI","D","25","1998-09-04","Stockholm","","SWE","SWE","73","176","2016","PHI","5","18","139"
"947","Linus Karlsson","VAN","C","24","1999-11-16","Eksjö","","SWE","SWE","73","178","2018","S.J","3","25","87"
"1130","Linus Sandin","PHI","R","28","1996-05-19","Uppsala","","SWE","SWE","73","209","-","-","-","-","-"
"679","Logan Brown","STL","C","26","1998-03-05","Raleigh","NC","USA","USA","78","218","2016","OTT","1","11","11"
"1202","Logan Cooley","ARI","C","20","2004-05-04","Pittsburgh","PA","USA","USA","70","174","-","-","-","-","-"
"74","Logan Couture","S.J","C","35","1989-03-28","Guelph","ON","CAN","CAN","73","206","2007","S.J","1","9","9"
"1171","Logan Mailloux","MTL","D","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1194","Logan Morrison","SEA","C","21","2002-07-09","","","CAN","","72","179","-","-","-","-","-"
"969","Logan O'Connor","COL","R","27","1996-08-14","Missouri City","TX","USA","USA","72","175","-","-","-","-","-"
"250","Logan Shaw","OTT","R","31","1992-10-05","Glace Bay","NS","CAN","CAN","75","208","2011","FLA","3","15","76"
"1164","Logan Stankoven","DAL","C","21","2003-02-26","Kamloops","BC","CAN","CAN","67","170","2021","DAL","2","15","47"
"689","Logan Stanley","WPG","D","26","1998-05-26","Waterloo","ON","CAN","CAN","79","242","2016","WPG","1","18","18"
"14","Loui Eriksson","ARI","L","38","1985-07-17","Gothenburg","","SWE","SWE","74","179","2003","DAL","2","3","33"
"493","Louie Belpedio","PHI","D","28","1996-05-14","Skokie","IL","USA","USA","71","197","2014","MIN","3","20","80"
"1062","Louis Crevier","CHI","D","23","2001-05-04","Quebec City","QC","CAN","CAN","72","196","2020","CHI","7","2","188"
"1203","Luca Del Bel Belluz","CBJ","C","-","-","-","-","-","-","-","-","-","-","-","-","-"
"725","Lucas Carlsson","FLA","D","26","1997-07-05","Gävle","","SWE","SWE","72","189","2016","CHI","4","19","110"
"1224","Lucas Condotta","MTL","C, L","26","1997-06-19","Georgetown","ON","CAN","CAN","73","223","-","-","-","-","-"
"650","Lucas Johansen","WSH","D","26","1997-11-16","Vancouver","BC","CAN","CAN","74","176","2016","WSH","1","28","28"
"1076","Lucas Raymond","DET","L","22","2002-03-28","Gothenburg","","SWE","SWE","71","176","2020","DET","1","4","4"
"1102","Lukas Cormier","VGK","D","22","2002-03-27","","","CAN","","71","185","2020","VGK","3","6","68"
"1095","Lukas Reichel","CHI","L","22","2002-05-17","Nürnberg","","DEU","DEU","72","170","2020","CHI","1","17","17"
"1059","Lukas Rousek","BUF","R","25","1999-04-20","Ostrov Nad Ohri","","CZE","CZE","71","171","2019","BUF","6","5","160"
"232","Lukas Sedlak","COL, PHI","C","31","1993-02-25","Ceské Budejovice","","CZE","CZE","72","205","2011","CBJ","6","7","158"
"609","Lukas Vejdemo","MTL","C","28","1996-01-25","Stockholm","","SWE","SWE","73","198","2015","MTL","3","26","87"
"1106","Luke Evangelista","NSH","R","22","2002-02-21","Toronto","ON","CAN","CAN","72","183","2020","NSH","2","11","42"
"297","Luke Glendening","DAL, T.B","C","35","1989-04-28","Grand Rapids","MI","USA","USA","71","190","-","-","-","-","-"
"1161","Luke Hughes","N.J","D","20","2003-09-09","Manchester","NH","USA","USA","74","184","2021","N.J","1","4","4"
"647","Luke Kunin","NSH, S.J","C","26","1997-12-04","Chesterfield","MO","USA","USA","72","197","2016","MIN","1","15","15"
"529","Luke Philp","CHI","C","28","1995-11-06","Canmore","AB","CAN","CAN","70","181","-","-","-","-","-"
"102","Luke Schenn","NSH, TOR, VAN","D","34","1989-11-02","Saskatoon","SK","CAN","CAN","74","225","2008","TOR","1","5","5"
"126","Luke Witkowski","DET","D","34","1990-04-14","Holland","MI","USA","USA","74","210","2008","T.B","6","9","160"
"864","Mac Hollowell","TOR","D","25","1998-09-26","Niagara Falls","ON","CAN","CAN","69","170","2018","TOR","4","25","118"
"794","MacKenzie Entwistle","CHI","R","24","1999-07-14","Georgetown","ON","CAN","CAN","75","184","2017","ARI","3","7","69"
"329","Mackenzie MacEachern","STL","L","30","1994-03-09","Bloomfield Hills","MI","USA","USA","74","193","2012","STL","3","6","67"
"378","MacKenzie Weegar","CGY, FLA","D","30","1994-01-07","Ottawa","ON","CAN","CAN","72","206","2013","FLA","7","25","206"
"1168","Mackie Samoskevich","FLA","R","21","2002-11-15","Newtown","CT","USA","USA","71","191","2021","FLA","1","24","24"
"417","Madison Bowey","VAN","D","29","1995-04-22","Winnipeg","MB","CAN","CAN","73","207","2013","WSH","2","23","53"
"1234","Maksymilian Szuber","ARI","D","21","2002-08-25","","","POL","","75","190","2022","ARI","6","2","163"
"1121","Marat Khusnutdinov","MIN","C","21","2002-07-17","","","RUS","","71","176","2020","MIN","2","6","37"
"1058","Marc Del Gaizo","NSH","D","24","1999-10-11","Basking Ridge","NJ","USA","USA","71","188","2019","NSH","4","16","109"
"1199","Marc Johnstone","PIT","R","27","1996-06-19","","","USA","","72","181","-","-","-","-","-"
"1197","Marc McLaughlin","BOS","C","24","1999-07-26","North Billerica","MA","USA","USA","72","203","-","-","-","-","-"
"34","Marc Staal","DET, FLA, PHI","D","37","1987-01-13","Thunder Bay","ON","CAN","CAN","76","208","2005","NYR","1","12","12"
"38","Marc-Edouard Vlasic","S.J","D","37","1987-03-30","Montreal","QC","CAN","CAN","73","205","2005","S.J","2","5","35"
"1207","Marco Kasper","DET","C","20","2004-04-08","Innsbruck","","AUT","AUT","73","183","2022","DET","1","8","8"
"1077","Marco Rossi","MIN","C","22","2001-09-23","Feldkirch","","AUT","AUT","69","182","2020","MIN","1","9","9"
"115","Marco Scandella","STL","D","34","1990-02-23","Montreal","QC","CAN","CAN","75","212","2008","MIN","2","25","55"
"1231","Marcus Bjork","CBJ","D","26","1997-11-24","Umea","","SWE","SWE","76","211","-","-","-","-","-"
"160","Marcus Foligno","MIN","L","32","1991-08-10","Buffalo","NY","USA","CAN","75","226","2009","BUF","4","13","104"
"132","Marcus Johansson","MIN, SEA, WSH","L","33","1990-10-06","Landskrona","","SWE","SWE","73","203","2009","WSH","1","24","24"
"481","Marcus Pettersson","PIT","D","28","1996-05-08","Skellefteå","","SWE","SWE","75","177","2014","ANA","2","8","38"
"842","Marian Studenic","DAL, N.J, SEA","L, R","25","1998-10-28","Skalica","","SVK","SVK","73","190","2017","N.J","5","19","143"
"768","Mario Ferraro","S.J","D","25","1998-09-17","Toronto","ON","CAN","CAN","72","209","2017","S.J","2","18","49"
"122","Mark Borowiecki","NSH","D","34","1989-07-12","Ottawa","ON","CAN","CAN","74","204","2008","OTT","5","18","139"
"495","Mark Friedman","PIT, VAN","D","28","1995-12-25","Toronto","ON","CAN","CAN","71","185","2014","PHI","3","26","86"
"19","Mark Giordano","SEA, TOR","D","40","1983-10-03","Toronto","ON","CAN","CAN","72","205","-","-","-","-","-"
"310","Mark Jankowski","BUF, NSH","C","29","1994-09-13","Hamilton","ON","CAN","CAN","76","212","2012","CGY","1","21","21"
"861","Mark Kastelic","OTT","C","25","1999-03-11","Phoenix","AZ","USA","","75","233","2019","OTT","5","1","125"
"212","Mark Pysyk","BUF","D","32","1992-01-11","Sherwood Park","AB","CAN","CAN","73","198","2010","BUF","1","23","23"
"274","Mark Scheifele","WPG","C","31","1993-03-15","Kitchener","ON","CAN","CAN","75","198","2011","WPG","1","7","7"
"224","Mark Stone","VGK","R","32","1992-05-13","Winnipeg","MB","CAN","CAN","75","217","2010","OTT","6","28","178"
"662","Markus Niemelainen","EDM","D","26","1998-06-08","Kuopio","","FIN","FIN","78","190","2016","EDM","3","2","63"
"628","Markus Nutivaara","FLA","D","30","1994-06-06","Oulu","","FIN","FIN","73","187","2015","CBJ","7","8","189"
"1223","Marshall Rifai","TOR","D","26","1998-03-16","","","CAN","","72","185","-","-","-","-","-"
"877","Martin Fehervary","WSH","D","24","1999-10-06","Bratislava","","SVK","SVK","74","199","2018","WSH","2","15","46"
"337","Martin Frk","L.A","R","30","1993-10-05","Pelhrimov","","CZE","CZE","73","210","2012","DET","2","19","49"
"891","Martin Kaut","COL, S.J","R","24","1999-10-02","Brno","","CZE","CZE","74","190","2018","COL","1","16","16"
"804","Martin Necas","CAR","C","25","1999-01-15","Nove Mesto na Morave","","CZE","CZE","74","189","2017","CAR","1","12","12"
"948","Martin Pospisil","CGY","C","24","1999-11-19","Zvolen","","SVK","SVK","74","173","2018","CGY","4","12","105"
"626","Mason Appleton","SEA, WPG","C","28","1996-01-15","Green Bay","WI","USA","USA","75","197","2015","WPG","6","17","168"
"395","Mason Geertsen","N.J","D","29","1995-04-19","Drayton Valley","AB","CAN","CAN","76","227","2013","COL","4","2","93"
"1144","Mason Lohrei","BOS","D","23","2001-01-17","","","USA","","77","211","2020","BOS","2","27","58"
"635","Mason Marchment","DAL, FLA","L","28","1995-06-18","Uxbridge","ON","CAN","","76","210","-","-","-","-","-"
"1175","Mason McTavish","ANA","C","21","2003-01-30","Zurich","","CHE","CHE","72","213","2021","ANA","1","3","3"
"977","Mason Morelli","VGK","L","28","1996-02-01","","","USA","","73","198","-","-","-","-","-"
"761","Mason Shaw","MIN","C","25","1998-11-03","Lloydminster","AB","CAN","CAN","70","184","2017","MIN","4","4","97"
"1051","Matej Blumel","DAL","R","24","2000-05-31","Tabor","","CZE","CZE","72","200","2019","EDM","4","7","100"
"565","Mathew Barzal","NYI","C","27","1997-05-26","Coquitlam","BC","CAN","CAN","73","190","2015","NYI","1","16","16"
"583","Mathieu Joseph","OTT, T.B","R","27","1997-02-09","Laval","QC","CAN","CAN","73","187","2015","T.B","4","29","120"
"750","Mathieu Olivier","CBJ, NSH","R","27","1997-02-11","Biloxi","MS","USA","USA","73","217","-","-","-","-","-"
"63","Mathieu Perreault","MTL","C","36","1988-01-05","Drummondville","QC","CAN","CAN","70","189","2006","WSH","6","24","177"
"1050","Matias Maccelli","ARI","L","23","2000-10-14","Turku","","FIN","FIN","71","176","2019","ARI","4","5","98"
"180","Mats Zuccarello","MIN","C, R","36","1987-09-01","Oslo","","NOR","NOR","68","181","-","-","-","-","-"
"1006","Matt Boldy","MIN","L","23","2001-04-05","Milford","MA","USA","USA","74","201","2019","MIN","1","12","12"
"1160","Matt Coronato","CGY","R","21","2002-11-14","Greenlawn","NY","USA","USA","70","183","2021","CGY","1","13","13"
"140","Matt Duchene","DAL, NSH","C","33","1991-01-16","Haliburton","ON","CAN","CAN","71","195","2009","COL","1","3","3"
"303","Matt Dumba","ARI, MIN, T.B","D","29","1994-07-25","Regina","SK","CAN","CAN","72","181","2012","MIN","1","7","7"
"323","Matt Grzelcyk","BOS","D","30","1994-01-05","Charlestown","MA","USA","USA","70","176","2012","BOS","3","24","85"
"178","Matt Irwin","WSH","D","36","1987-11-29","Victoria","BC","CAN","CAN","74","200","-","-","-","-","-"
"1150","Matt Kiersted","FLA","D","26","1998-04-14","ELK RIVER","MN","USA","USA","72","181","-","-","-","-","-"
"748","Matt Luff","DET, NSH","R","27","1997-05-05","Oakville","ON","CAN","CAN","74","196","-","-","-","-","-"
"123","Matt Martin","NYI","L","35","1989-05-08","Windsor","ON","CAN","CAN","75","220","2008","NYI","5","27","148"
"264","Matt Nieto","COL, PIT, S.J","L","31","1992-11-05","Long Beach","CA","USA","USA","71","187","2011","S.J","2","17","47"
"1139","Matt Rempe","NYR","C","21","2002-06-29","Calgary","AB","CAN","CAN","80","240","2020","NYR","6","10","165"
"629","Matt Roy","L.A","D","29","1995-03-01","Detroit","MI","USA","USA","73","205","2015","L.A","7","13","194"
"1219","Matt Savoie","BUF","C","20","2004-01-01","St. Albert","AB","CAN","CAN","69","179","2022","BUF","1","9","9"
"296","Matt Tennyson","NSH","D","34","1990-04-23","Minneapolis","MN","USA","USA","74","205","-","-","-","-","-"
"354","Matthew Benning","NSH, S.J","D","30","1994-05-25","Edmonton","AB","CAN","CAN","73","203","2012","BOS","6","24","175"
"524","Matthew Highmore","OTT, STL, VAN","C","28","1996-02-27","Halifax","NS","CAN","CAN","71","188","-","-","-","-","-"
"1145","Matthew Kessel","STL","D","23","2000-06-23","Phoenix","AZ","USA","USA","74","205","2020","STL","5","26","150"
"1169","Matthew Knies","TOR","L","21","2002-10-17","Phoenix","AZ","USA","USA","74","210","2021","TOR","2","25","57"
"229","Matthew Peca","STL","C","31","1993-04-27","Petawawa","ON","CAN","CAN","70","181","2011","T.B","7","20","201"
"734","Matthew Phillips","CGY, PIT, WSH","C, R","26","1998-04-06","Calgary","AB","CAN","CAN","67","140","2016","CGY","6","15","166"
"1218","Matthew Poitras","BOS","C","20","2004-03-10","Ajax","ON","CAN","CAN","71","176","2022","BOS","2","22","54"
"645","Matthew Tkachuk","CGY, FLA","L","26","1997-12-11","Scottsdale","AZ","USA","USA","74","201","2016","CGY","1","6","6"
"159","Mattias Ekholm","EDM, NSH","D","34","1990-05-24","Borlange","","SWE","SWE","76","215","2009","NSH","4","11","102"
"391","Mattias Janmark","EDM, VGK","C","31","1992-12-08","Stockholm","","SWE","SWE","73","205","2013","DET","3","18","79"
"1004","Mattias Norlinder","MTL","D","24","2000-04-12","Kramfors","","SWE","SWE","72","185","2019","MTL","3","2","64"
"885","Mattias Samuelsson","BUF","D","24","2000-03-14","Philadelphia","PA","USA","USA","76","231","2018","BUF","2","1","32"
"1156","Matty Beniers","SEA","C","21","2002-11-05","Hingham","MA","USA","USA","74","178","2021","SEA","1","2","2"
"1105","Mavrik Bourque","DAL","C","22","2002-01-08","Plessisville","QC","CAN","CAN","70","185","2020","DAL","1","30","30"
"798","Max Comtois","ANA, CAR","L","25","1999-01-08","Longueuil","QC","CAN","CAN","74","210","2017","ANA","2","19","50"
"433","Max Domi","CAR, CBJ, CHI, DAL, TOR","C","29","1995-03-02","Winnipeg","MB","CAN","CAN","70","194","2013","PHX","1","12","12"
"681","Max Jones","ANA","L","26","1998-02-17","Rochester","MI","USA","USA","75","216","2016","ANA","1","24","24"
"649","Max Lajoie","CAR, TOR","D","26","1997-11-05","Quebec City","QC","CAN","CAN","73","196","2016","OTT","5","12","133"
"234","Max McCormick","SEA","L","32","1992-05-01","De Pere","WI","USA","USA","71","188","2011","OTT","6","20","171"
"88","Max Pacioretty","CAR, VGK, WSH","L","35","1988-11-20","New Canaan","CT","USA","USA","74","217","2007","MTL","1","22","22"
"506","Max Willman","N.J, PHI","C","29","1995-02-13","Barnstable","MA","USA","USA","72","184","2014","BUF","5","1","121"
"1042","Maxence Guenette","OTT","D","23","2001-04-28","L'Ancienne-Lorette","QC","CAN","CAN","73","181","2019","OTT","7","1","187"
"736","Maxim Mamin","FLA","C","29","1995-01-13","Moscow","","RUS","RUS","74","206","2016","FLA","6","24","175"
"1053","Maxwell Crozier","T.B","D","24","2000-04-19","","","CAN","","73","197","2019","T.B","4","27","120"
"496","Michael Amadio","TOR, VGK","C, R","28","1996-05-13","Sault Ste. Marie","ON","CAN","CAN","73","204","2014","L.A","3","30","90"
"505","Michael Bunting","CAR, PIT, TOR","L","28","1995-09-17","Scarborough","ON","CAN","CAN","72","192","2014","ARI","4","27","117"
"745","Michael Carcone","ARI","L","28","1996-05-19","Ajax","ON","CAN","CAN","69","170","-","-","-","-","-"
"460","Michael Dal Colle","NYI","L","27","1996-06-20","Richmond Hill","ON","CAN","CAN","75","195","2014","NYI","1","5","5"
"106","Michael Del Zotto","OTT","D","33","1990-06-24","Stouffville","ON","CAN","CAN","72","195","2008","NYR","1","20","20"
"742","Michael Eyssimont","S.J, T.B, WPG","C","27","1996-09-09","Littleton","CO","USA","USA","72","180","2016","L.A","5","21","142"
"926","Michael Kesselring","ARI","D","24","2000-01-13","New Hampton","NH","USA","USA","76","190","2018","EDM","6","9","164"
"402","Michael McCarron","NSH","R","29","1995-03-07","Grosse Pointe","MI","USA","USA","78","232","2013","MTL","1","25","25"
"706","Michael McLeod","N.J","C","26","1998-02-03","Mississauga","ON","CAN","CAN","74","190","2016","N.J","1","12","12"
"732","Michael Pezzetta","MTL","L","26","1998-03-13","Toronto","ON","CAN","CAN","73","210","2016","MTL","6","9","160"
"372","Michael Raffl","DAL","L","35","1988-12-01","Villach","","AUT","AUT","73","205","-","-","-","-","-"
"774","Michael Rasmussen","DET","C","25","1999-04-17","Vancouver","BC","CAN","CAN","78","211","2017","DET","1","9","9"
"225","Michael Sgarbossa","WSH","C","31","1992-07-25","Campbellville","ON","CAN","CAN","72","179","-","-","-","-","-"
"116","Michael Stone","CGY","D","34","1990-06-07","Winnipeg","MB","CAN","CAN","75","210","2008","PHX","3","8","69"
"717","Michal Kempny","WSH","D","33","1990-09-08","Hodonin","","CZE","CZE","73","192","-","-","-","-","-"
"273","Mika Zibanejad","NYR","C","31","1993-04-18","Huddinge","","SWE","SWE","74","202","2011","OTT","1","6","6"
"86","Mikael Backlund","CGY","C","35","1989-03-17","Vasteras","","SWE","SWE","72","206","2007","CGY","1","24","24"
"214","Mikael Granlund","NSH, PIT, S.J","C","32","1992-02-26","Oulu","","FIN","FIN","70","185","2010","MIN","1","9","9"
"1137","Mikael Pyyhtia","CBJ","L","22","2001-12-17","Turku","","FIN","FIN","72","166","2020","CBJ","4","21","114"
"1149","Mike Hardman","CHI","L","25","1999-02-05","HANOVER","MA","USA","USA","74","205","-","-","-","-","-"
"130","Mike Hoffman","MTL, S.J","C, L","34","1989-11-24","Kitchener","ON","CAN","CAN","72","190","2009","OTT","5","9","130"
"312","Mike Matheson","MTL, PIT","D","30","1994-02-27","Pointe-Claire","QC","CAN","CAN","74","193","2012","FLA","1","23","23"
"255","Mike Reilly","BOS, FLA, NYI","D","30","1993-07-13","Chicago","IL","USA","USA","73","196","2011","CBJ","4","7","98"
"825","Mike Vecchione","WSH","R","31","1993-02-25","Saugus","MA","USA","USA","70","193","-","-","-","-","-"
"777","Mikey Anderson","L.A","D","25","1999-05-25","Fridley","MN","USA","USA","72","195","2017","L.A","4","10","103"
"737","Mikhail Maltsev","COL","L","26","1998-03-12","St. Petersburg","","RUS","RUS","75","198","2016","N.J","4","11","102"
"703","Mikhail Sergachev","T.B","D","25","1998-06-25","Nizhnekamsk","","RUS","RUS","73","217","2016","MTL","1","9","9"
"550","Mikko Rantanen","COL","R","27","1996-10-29","Nousiainen","","FIN","FIN","76","215","2015","COL","1","10","10"
"54","Milan Lucic","BOS, CGY","L","36","1988-06-07","Vancouver","BC","CAN","CAN","75","240","2006","BOS","2","20","50"
"396","Miles Wood","COL, N.J","L","28","1995-09-13","Buffalo","NY","USA","USA","74","195","2013","N.J","4","9","100"
"1228","Milos Kelemen","ARI","L","24","1999-07-06","Svolen","","SVK","SVK","74","210","-","-","-","-","-"
"802","Miro Heiskanen","DAL","D","24","1999-07-18","Espoo","","FIN","FIN","73","195","2017","DAL","1","3","3"
"1071","Mitchell Chaffee","MIN, T.B","R","26","1998-01-26","Rockford","MI","USA","USA","73","201","-","-","-","-","-"
"588","Mitchell Marner","TOR","C, R","27","1997-05-05","Markham","ON","CAN","CAN","72","181","2015","TOR","1","4","4"
"586","Mitchell Stephens","DET, MTL","C","27","1997-02-05","Peterborough","ON","CAN","CAN","71","190","2015","T.B","2","3","33"
"853","Morgan Barron","NYR, WPG","C","25","1998-12-02","Halifax","NS","CAN","CAN","76","220","2017","NYR","6","19","174"
"796","Morgan Frost","PHI","C","25","1999-05-14","Aurora","ON","CAN","CAN","71","170","2017","PHI","1","27","27"
"772","Morgan Geekie","BOS, SEA","C","25","1998-07-20","Strathclair","MB","CAN","CAN","75","200","2017","CAR","3","5","67"
"301","Morgan Rielly","TOR","D","30","1994-03-09","Vancouver","BC","CAN","CAN","73","222","2012","TOR","1","5","5"
"997","Moritz Seider","DET","D","23","2001-04-06","Zell","","DEU","DEU","76","204","2019","DET","1","6","6"
"369","Nate Schmidt","WPG","D","32","1991-07-16","St. Cloud","MN","USA","USA","72","195","-","-","-","-","-"
"17","Nate Thompson","PHI","C","39","1984-10-05","Anchorage","AK","USA","USA","73","205","2003","BOS","6","16","183"
"705","Nathan Bastian","N.J, SEA","R","26","1997-12-06","Kitchener","ON","CAN","CAN","76","205","2016","N.J","2","11","41"
"282","Nathan Beaulieu","ANA, WPG","D","31","1992-12-05","Strathroy","ON","CAN","CAN","74","200","2011","MTL","1","17","17"
"423","Nathan MacKinnon","COL","C","28","1995-09-01","Halifax","NS","CAN","CAN","72","200","2013","COL","1","1","1"
"934","Nathan Smith","ARI","C","25","1998-10-19","Tampa","FL","USA","USA","72","177","2018","WPG","3","29","91"
"444","Nathan Walker","STL","L","30","1994-02-07","Cardiff","","GBR","AUS","69","187","2014","WSH","3","29","89"
"144","Nazem Kadri","CGY, COL","C","33","1990-10-06","London","ON","CAN","CAN","72","185","2009","TOR","1","7","7"
"828","Neal Pionk","WPG","D","28","1995-07-29","Hermantown","MN","USA","USA","72","185","-","-","-","-","-"
"173","Nic Dowd","WSH","C","34","1990-05-27","Huntsville","AL","USA","USA","73","193","2009","L.A","7","17","198"
"412","Nic Petan","MIN, VAN","C","29","1995-03-22","Delta","BC","CAN","CAN","69","175","2013","WPG","2","13","43"
"397","Nicholas Paul","OTT, T.B","L","29","1995-03-20","Mississauga","ON","CAN","CAN","75","223","2013","DAL","4","10","101"
"1019","Nicholas Robertson","TOR","L","22","2001-09-11","Pasadena","CA","USA","USA","69","183","2019","TOR","2","22","53"
"1054","Nick Abruzzese","TOR","C","25","1999-06-04","Slate Hill","NY","USA","USA","71","183","2019","TOR","4","31","124"
"195","Nick Bjugstad","ARI, EDM, MIN","C","31","1992-07-17","Minneapolis","MN","USA","USA","78","209","2010","FLA","1","19","19"
"1225","Nick Blankenburg","CBJ","D","26","1998-05-12","WASHINGTON","MI","USA","USA","69","177","-","-","-","-","-"
"66","Nick Bonino","NYR, PIT, S.J","C","36","1988-04-20","Hartford","CT","USA","USA","73","195","2007","S.J","6","22","173"
"1187","Nick Cicek","S.J","D","24","2000-05-29","Winnipeg","MB","CAN","CAN","75","201","-","-","-","-","-"
"247","Nick Cousins","FLA, NSH","C","30","1993-07-20","Belleville","ON","CAN","CAN","71","192","2011","PHI","3","7","68"
"824","Nick DeSimone","CGY, N.J","D","29","1994-11-21","East Amherst","NY","USA","USA","74","185","-","-","-","-","-"
"49","Nick Foligno","BOS, CHI","L","36","1987-10-31","Buffalo","NY","USA","USA","72","210","2006","OTT","1","28","28"
"95","Nick Holden","OTT","D","37","1987-05-15","St. Albert","AB","CAN","CAN","76","210","-","-","-","-","-"
"172","Nick Jensen","WSH","D","33","1990-09-21","St. Paul","MN","USA","USA","73","205","2009","DET","5","29","150"
"149","Nick Leddy","DET, STL","D","33","1991-03-20","Eden Prairie","MN","USA","USA","72","205","2009","MIN","1","16","16"
"567","Nick Merkley","S.J","R","27","1997-05-23","Calgary","AB","CAN","CAN","70","195","2015","ARI","1","30","30"
"846","Nick Perbix","T.B","D","25","1998-06-15","Minneapolis","MN","USA","USA","74","191","2017","T.B","6","14","169"
"464","Nick Ritchie","ARI, CGY, TOR","L","28","1995-12-05","Orangeville","ON","CAN","CAN","75","236","2014","ANA","1","10","10"
"473","Nick Schmaltz","ARI","C","28","1996-02-23","Madison","WI","USA","USA","72","181","2014","CHI","1","20","20"
"241","Nick Seeler","PHI","D","31","1993-06-03","Eden Prairie","MN","USA","USA","74","201","2011","MIN","5","10","131"
"790","Nick Suzuki","MTL","C","24","1999-08-10","London","ON","CAN","CAN","71","208","2017","VGK","1","13","13"
"851","Nick Swaney","MIN","R","26","1997-09-09","Burnsville","MN","USA","USA","70","178","2017","MIN","7","23","209"
"61","Nicklas Backstrom","WSH","C","36","1987-11-23","Gävle","","SWE","SWE","73","202","2006","WSH","1","4","4"
"780","Nico Hischier","N.J","C","25","1999-01-04","Brig","","CHE","CHE","73","175","2017","N.J","1","1","1"
"978","Nico Sturm","COL, MIN, S.J","C","29","1995-05-03","Augsburg","","DEU","DEU","75","209","-","-","-","-","-"
"484","Nicolas Aube-Kubel","COL, PHI, TOR, WSH","R","28","1996-05-10","Slave Lake","AB","CAN","CAN","72","207","2014","PHI","2","18","48"
"887","Nicolas Beaudin","CHI","D","24","1999-10-09","Chateauguay","QC","CAN","CAN","71","168","2018","CHI","1","27","27"
"165","Nicolas Deslauriers","ANA, MIN, PHI","L","33","1991-02-22","LaSalle","QC","CAN","CAN","73","220","2009","L.A","3","23","84"
"765","Nicolas Hague","VGK","D","25","1998-12-05","Kitchener","ON","CAN","CAN","78","230","2017","VGK","2","3","34"
"580","Nicolas Meloche","S.J","D","26","1997-07-18","LaSalle","QC","CAN","CAN","75","203","2015","COL","2","10","40"
